"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","322","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","97","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","1733","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","284","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","2072","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","2220","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","32","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","88","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","104","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","2238","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","883","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","678","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","16","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","2526","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","39","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","318","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1541","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1655","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
