"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1911","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","31","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","1449","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","16","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","2040","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","584","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","13","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","28","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","90","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","1363","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","14","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","771","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","259","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1771","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1445","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1281","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","81","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","79","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","251","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","280","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","38","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
