"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1280","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","13","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","336","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","87","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","253","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1688","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","920","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","30","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","2189","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","1176","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","34","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1444","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","105","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","36","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","637","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","1776","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","287","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","2256","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","77","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
