"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","36","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","1640","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","1251","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","32","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","31","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","13","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1491","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","15","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","280","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","321","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","86","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","1502","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","2290","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","286","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","620","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","102","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","2290","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1373","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","762","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
