"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1553","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1785","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","3135","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","18","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","346","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","38","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","2280","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","281","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1887","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","108","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","85","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","18","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","324","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","34","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","956","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","686","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","40","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","2425","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","112","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","18","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1544","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
