"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","672","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","37","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","18","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1477","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1736","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","1523","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","36","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","87","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","908","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","36","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","2269","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","101","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","285","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","19","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","106","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","1758","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","1488","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","323","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","355","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","2302","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
