"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1336","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","36","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","357","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","114","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","39","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","21","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","19","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","2210","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","85","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","2549","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1673","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","654","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","284","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1451","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","77","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","668","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","239","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","1276","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","1847","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
