"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","316","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","2315","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1943","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","574","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","323","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","2376","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1705","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","918","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","102","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","259","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1619","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","16","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","77","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","1307","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1485","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","33","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","100","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","38","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
