"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","928","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","1584","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","1214","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","294","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","87","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","36","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","19","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","1519","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1367","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","2371","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","81","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","1810","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","255","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","26","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","698","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","351","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","113","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1823","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
