"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1015","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","84","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","14","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","19","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","36","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","29","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","1707","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","1598","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","24","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","13","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","516","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","351","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","1342","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","198","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1568","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","61","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","116","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","1678","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","262","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1135","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1879","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
