"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1634","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","18","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","18","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","1470","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","2347","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","878","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","16","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1640","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","41","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","2485","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","39","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","316","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","631","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","89","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","294","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","1545","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","100","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","114","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","33","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","362","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1674","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
