"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","83","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","35","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","1437","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","107","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","26","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","324","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","38","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","2131","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1788","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","13","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","653","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","1365","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","281","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","79","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","257","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1829","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1474","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","1710","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","913","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
