"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1419","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","106","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","1689","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","1736","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","40","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","87","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","896","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","104","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","1701","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","17","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","2424","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","2242","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","18","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","286","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","329","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","680","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","36","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","333","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","2413","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","34","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
