"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","109","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","2484","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","2262","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","343","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","112","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","18","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1447","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","38","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","289","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","88","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","339","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","700","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","1544","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","1733","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","17","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1610","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","843","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","1790","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","38","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
