"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","1762","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","1700","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","2397","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
"","1924","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","2747","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","1011","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","1822","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","379","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","19","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","68","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","1701","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","13","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","531","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","29","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","17","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","224","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","116","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","335","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","37","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
