"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","34","testDampingTypes","","","passed","","","[R2025a] designTest","designTest",""
"","2166","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","17","testOvershoot","","","passed","","","[R2024b] designTest","designTest",""
"","1531","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2025a] exampleTest","exampleTest",""
"","81","testInvalidInput","","","passed","","","[R2025a] designTest","designTest",""
"","36","testDampingTypes","","","passed","","","[R2024b] designTest","designTest",""
"","671","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","broken","","","[R2024a] exampleTest","exampleTest",""
"","78","testInvalidInput","","","passed","","","[R2024a] designTest","designTest",""
"","361","testSettlingTime","","","passed","","","[R2024b] designTest","designTest",""
"","1895","MatchesConvBaseline","","","broken","","","[R2024b] convecTest","convecTest",""
"","619","MatchesConvBaseline","","","broken","","","[R2025a] convecTest","convecTest",""
"","268","testSettlingTime","","","passed","","","[R2025a] designTest","designTest",""
"","254","testSettlingTime","","","passed","","","[R2024a] designTest","designTest",""
"","13","testOvershoot","","","passed","","","[R2024a] designTest","designTest",""
"","1461","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","2409","exampleRunsWithoutWarningTest(example=BuildPlanDetails)","","","passed","","","[R2024b] exampleTest","exampleTest",""
"","101","testInvalidInput","","","passed","","","[R2024b] designTest","designTest",""
"","1350","MatchesConvBaseline","","","broken","","","[R2024a] convecTest","convecTest",""
"","29","testDampingTypes","","","passed","","","[R2024a] designTest","designTest",""
"","16","testOvershoot","","","passed","","","[R2025a] designTest","designTest",""
"","1210","exampleRunsWithoutWarningTest(example=gettingStarted)","","","passed","","","[R2024a] exampleTest","exampleTest",""
